"id","name","slug","type","category","power","accuracy","pp","priority","target","description"
1203,"Trop Kick","trop-kick","grass","physical",85,100,16,0,"selected-pokemon","Lowers the target's Attack stat by 1 stage."
1204,"U-turn","u-turn","bug","physical",70,100,20,0,"selected-pokemon","After attacking the user switches out of battle to be replaced by another party Pok&eacute;mon."
1205,"Upper Hand","upper-hand","fighting","physical",65,100,16,3,"selected-pokemon","Makes the target flinch. This move fails if the target isn't about to use a priority move."
1206,"Vacuum Wave","vacuum-wave","fighting","special",40,100,20,1,"selected-pokemon",""
1207,"Vine Whip","vine-whip","grass","physical",45,100,20,0,"selected-pokemon",""
1208,"Volt Switch","volt-switch","electric","special",70,100,20,0,"selected-pokemon","After attacking the user switches out of battle to be replaced by another party Pok&eacute;mon."
1209,"Waterfall","waterfall","water","physical",80,100,16,0,"selected-pokemon","Has a 20% chance of making the target flinch."
1210,"Water Pulse","water-pulse","water","special",60,100,20,0,"selected-pokemon","Has a 20% chance of confusing the target."
1211,"Water Spout","water-spout","water","special",150,100,8,0,"selected-pokemon","The less HP the user has left the lower this move's power (ranging between 1 and 150)."
1212,"Wave Crash","wave-crash","water","physical",120,100,12,0,"selected-pokemon","The user takes 1/3 of the damage dealt by this move."
1213,"Weather Ball","weather-ball","normal","special",50,100,12,0,"selected-pokemon","When a weather condition is present this move's power is doubled and its type changes. Harsh sunlight Fire type. Rain Water type. Snow Ice type. Sandstorm Rock type."
1214,"Wicked Blow","wicked-blow","dark","physical",75,100,8,0,"selected-pokemon",""
1215,"Wide Guard","wide-guard","rock","status",0,"",12,3,"selected-pokemon","During the turn this move is used the user protects its side from moves that target all allies."
1216,"Wild Charge","wild-charge","electric","physical",90,100,16,0,"selected-pokemon","The user takes 1/4 of the damage dealt by this move."
1217,"Will-O-Wisp","will-o-wisp","fire","status",0,85,16,0,"selected-pokemon","Burns the target."
1218,"Wish","wish","normal","status",0,"",12,0,"selected-pokemon","Gives the user's spot the Wish status."
1219,"Wood Hammer","wood-hammer","grass","physical",120,100,16,0,"selected-pokemon","The user takes 1/3 of the damage dealt by this move."
1220,"Work Up","work-up","normal","status",0,"",20,0,"selected-pokemon",""
1221,"X-Scissor","x-scissor","bug","physical",80,100,16,0,"selected-pokemon",""
1222,"Yawn","yawn","normal","status",0,"",12,0,"selected-pokemon","Makes the target drowsy. This move never misses."
1223,"Zen Headbutt","zen-headbutt","psychic","physical",80,90,16,0,"selected-pokemon","Has a 20% chance of making the target flinch."
1224,"Zing Zap","zing-zap","electric","physical",80,100,12,0,"selected-pokemon",""
1232,"Spirit Shackle","spirit-shackle","ghost","physical",80,100,16,0,"selected-pokemon","After striking, the target is prevented from switching out or fleeing."
